,0-0,0-1,1-0,1-1,weather,road,light,scene
dataset/road3d/testing/y0613_1242/gt_image/1623721513691_fillcolor.png,680208.0,4468.0,6376.0,230548.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721514398_fillcolor.png,680256.0,5344.0,3368.0,232632.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721515892_fillcolor.png,672356.0,3724.0,7376.0,238144.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721518994_fillcolor.png,670516.0,6060.0,5268.0,239756.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721521297_fillcolor.png,653148.0,6376.0,7884.0,254192.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721521697_fillcolor.png,653276.0,6260.0,6952.0,255112.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721522600_fillcolor.png,654248.0,7748.0,6704.0,252900.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721523295_fillcolor.png,651072.0,5372.0,7640.0,257516.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721524097_fillcolor.png,649736.0,7448.0,7092.0,257324.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721525298_fillcolor.png,643236.0,9188.0,5592.0,263584.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721526794_fillcolor.png,612108.0,7740.0,8664.0,293088.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721527294_fillcolor.png,606728.0,8136.0,7084.0,299652.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721527799_fillcolor.png,606196.0,7944.0,7860.0,299600.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721528502_fillcolor.png,611784.0,7020.0,8660.0,294136.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721529299_fillcolor.png,611212.0,6788.0,8148.0,295452.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721531208_fillcolor.png,646284.0,8572.0,7320.0,259424.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721534199_fillcolor.png,639832.0,8812.0,9304.0,263652.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721537493_fillcolor.png,610088.0,2592.0,16108.0,292812.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721538503_fillcolor.png,601184.0,1796.0,21932.0,296688.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721539096_fillcolor.png,593332.0,1484.0,28696.0,298088.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721539893_fillcolor.png,586940.0,2472.0,34448.0,297740.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721540999_fillcolor.png,595352.0,2724.0,30648.0,292876.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721542096_fillcolor.png,601264.0,2812.0,24956.0,292568.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721542902_fillcolor.png,615828.0,5224.0,20828.0,279720.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721543594_fillcolor.png,610080.0,4696.0,20748.0,286076.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721544606_fillcolor.png,626192.0,5936.0,10776.0,278696.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721545497_fillcolor.png,622852.0,5188.0,11880.0,281680.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721546398_fillcolor.png,612588.0,5172.0,16452.0,287388.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721547095_fillcolor.png,601448.0,2604.0,15696.0,301852.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721547696_fillcolor.png,603252.0,3084.0,14984.0,300280.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721548194_fillcolor.png,596064.0,4000.0,17592.0,303944.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721548798_fillcolor.png,602296.0,3840.0,15680.0,299784.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721549295_fillcolor.png,618548.0,4936.0,15652.0,282464.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721550595_fillcolor.png,652572.0,5436.0,26268.0,237324.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721551093_fillcolor.png,680668.0,5688.0,6152.0,229092.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721551699_fillcolor.png,680076.0,3496.0,7948.0,230080.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721552095_fillcolor.png,679708.0,4420.0,6936.0,230536.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721552493_fillcolor.png,678108.0,4448.0,6820.0,232224.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721553098_fillcolor.png,673664.0,4744.0,5928.0,237264.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721553999_fillcolor.png,663800.0,3372.0,4504.0,249924.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721555200_fillcolor.png,683856.0,3760.0,4748.0,229236.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721555595_fillcolor.png,683644.0,5484.0,3412.0,229060.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721555993_fillcolor.png,692008.0,5488.0,3028.0,221076.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721556797_fillcolor.png,696388.0,10488.0,3056.0,211668.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721557505_fillcolor.png,697484.0,4272.0,6580.0,213264.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721558194_fillcolor.png,689508.0,2192.0,7804.0,222096.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721558601_fillcolor.png,687612.0,2016.0,9704.0,222268.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721560198_fillcolor.png,687308.0,2520.0,9308.0,222464.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721561297_fillcolor.png,672020.0,4132.0,9408.0,236040.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721562196_fillcolor.png,662968.0,2260.0,7800.0,248572.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721562795_fillcolor.png,651704.0,5392.0,11364.0,253140.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721564304_fillcolor.png,664068.0,5356.0,15036.0,237140.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721565910_fillcolor.png,699908.0,4348.0,9928.0,207416.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721566306_fillcolor.png,701816.0,4232.0,10716.0,204836.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721567605_fillcolor.png,706748.0,4104.0,11480.0,199268.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721568208_fillcolor.png,704652.0,5284.0,10476.0,201188.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721569507_fillcolor.png,700508.0,5400.0,6784.0,208908.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721569906_fillcolor.png,710780.0,3420.0,2956.0,204444.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721570512_fillcolor.png,701528.0,4488.0,5484.0,210100.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721571253_fillcolor.png,695472.0,4656.0,6636.0,214836.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721572277_fillcolor.png,675724.0,5160.0,10624.0,230092.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721575078_fillcolor.png,657792.0,6140.0,7416.0,250252.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721575855_fillcolor.png,658872.0,6732.0,1116.0,254880.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721576758_fillcolor.png,676228.0,7440.0,2304.0,235628.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721577486_fillcolor.png,688216.0,6840.0,2624.0,223920.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721578643_fillcolor.png,699912.0,7148.0,4284.0,210256.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721579459_fillcolor.png,713768.0,7732.0,5120.0,194980.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721581989_fillcolor.png,706452.0,8284.0,6992.0,199872.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721584069_fillcolor.png,706820.0,5640.0,6484.0,202656.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721584893_fillcolor.png,697988.0,4984.0,8364.0,210264.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721585573_fillcolor.png,694436.0,3416.0,11084.0,212664.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721586254_fillcolor.png,703952.0,6060.0,1640.0,209948.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721586914_fillcolor.png,701288.0,4656.0,2348.0,213308.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721587893_fillcolor.png,702316.0,4248.0,3108.0,211928.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721590490_fillcolor.png,692620.0,7320.0,4300.0,217360.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721591201_fillcolor.png,692228.0,7480.0,8888.0,213004.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721591686_fillcolor.png,696384.0,6688.0,10604.0,207924.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721592931_fillcolor.png,699496.0,11256.0,10372.0,200476.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721593587_fillcolor.png,708472.0,7812.0,9996.0,195320.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721594474_fillcolor.png,705504.0,8668.0,12356.0,195072.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721595177_fillcolor.png,710176.0,9460.0,12620.0,189344.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721596361_fillcolor.png,706976.0,9720.0,12948.0,191956.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721598227_fillcolor.png,702952.0,11496.0,13148.0,194004.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721599045_fillcolor.png,709876.0,9464.0,10020.0,192240.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1242/gt_image/1623721600184_fillcolor.png,709212.0,9400.0,10780.0,192208.0,sunny,unpaved,daytime,0613-1242
dataset/road3d/testing/y0613_1248/gt_image/1623722177095_fillcolor.png,759232.0,5880.0,11152.0,145336.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722177671_fillcolor.png,760404.0,6012.0,8120.0,147064.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722178338_fillcolor.png,757312.0,7708.0,4712.0,151868.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722178907_fillcolor.png,758172.0,5784.0,3000.0,154644.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722179489_fillcolor.png,754444.0,9484.0,1572.0,156100.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722180067_fillcolor.png,750588.0,8948.0,1892.0,160172.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722180683_fillcolor.png,749052.0,7708.0,1600.0,163240.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722181253_fillcolor.png,746800.0,10032.0,1332.0,163436.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722181779_fillcolor.png,752996.0,10772.0,860.0,156972.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722182215_fillcolor.png,752904.0,12920.0,852.0,154924.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722182711_fillcolor.png,747100.0,14600.0,1096.0,158804.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722183309_fillcolor.png,745720.0,12480.0,1348.0,162052.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722183800_fillcolor.png,750596.0,16060.0,1244.0,153700.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722184311_fillcolor.png,755564.0,14052.0,844.0,151140.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722184813_fillcolor.png,764272.0,11056.0,928.0,145344.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722185322_fillcolor.png,766740.0,10892.0,804.0,143164.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722185840_fillcolor.png,762100.0,14732.0,1376.0,143392.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722186358_fillcolor.png,759568.0,10472.0,1064.0,150496.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722186862_fillcolor.png,751308.0,4444.0,2664.0,163184.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722187372_fillcolor.png,747380.0,4716.0,3556.0,165948.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722188263_fillcolor.png,738104.0,5664.0,4320.0,173512.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722188804_fillcolor.png,732232.0,5440.0,2044.0,181884.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722189300_fillcolor.png,729688.0,5888.0,3044.0,182980.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722189923_fillcolor.png,735560.0,3760.0,2652.0,179628.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722190778_fillcolor.png,741396.0,5640.0,1004.0,173560.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722191332_fillcolor.png,740732.0,8016.0,1152.0,171700.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722191817_fillcolor.png,743824.0,7428.0,2072.0,168276.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722192327_fillcolor.png,746088.0,5372.0,2484.0,167656.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722193052_fillcolor.png,746648.0,7080.0,1688.0,166184.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722193961_fillcolor.png,747868.0,5828.0,2132.0,165772.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722194440_fillcolor.png,743716.0,6252.0,2372.0,169260.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722195090_fillcolor.png,745580.0,7984.0,1436.0,166600.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722195757_fillcolor.png,740880.0,3888.0,3956.0,172876.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722196370_fillcolor.png,742092.0,4200.0,3240.0,172068.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722196910_fillcolor.png,741152.0,4072.0,3000.0,173376.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722197420_fillcolor.png,739652.0,5396.0,3596.0,172956.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722198209_fillcolor.png,742296.0,5144.0,2616.0,171544.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722199071_fillcolor.png,743064.0,4468.0,3176.0,170892.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722200638_fillcolor.png,745732.0,4184.0,3780.0,167904.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722201912_fillcolor.png,737656.0,4600.0,5204.0,174140.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722204379_fillcolor.png,739204.0,4588.0,4932.0,172876.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722206116_fillcolor.png,738460.0,4932.0,4336.0,173872.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722207027_fillcolor.png,737304.0,5144.0,4204.0,174948.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722207539_fillcolor.png,737508.0,5812.0,4260.0,174020.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722208632_fillcolor.png,737064.0,4808.0,5060.0,174668.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722209304_fillcolor.png,733028.0,2320.0,10616.0,175636.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722209968_fillcolor.png,731528.0,2948.0,11376.0,175748.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722210461_fillcolor.png,728476.0,3932.0,11396.0,177796.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722210997_fillcolor.png,727884.0,3112.0,11404.0,179200.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722211718_fillcolor.png,725732.0,3864.0,12840.0,179164.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722212389_fillcolor.png,727376.0,3176.0,13228.0,177820.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722213020_fillcolor.png,726888.0,2488.0,15580.0,176644.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722213553_fillcolor.png,726048.0,2460.0,15400.0,177692.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722214066_fillcolor.png,726316.0,2528.0,16024.0,176732.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722214575_fillcolor.png,730196.0,2536.0,14388.0,174480.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722215090_fillcolor.png,731032.0,2288.0,13864.0,174416.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722215578_fillcolor.png,739648.0,1968.0,8760.0,171224.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722216098_fillcolor.png,740044.0,1460.0,11176.0,168920.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722216582_fillcolor.png,739328.0,3224.0,8476.0,170572.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722217130_fillcolor.png,743868.0,1368.0,9484.0,166880.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722217891_fillcolor.png,741100.0,5840.0,7312.0,167348.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722218633_fillcolor.png,745308.0,2720.0,7244.0,166328.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722219023_fillcolor.png,744104.0,2892.0,7940.0,166664.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722219561_fillcolor.png,739620.0,5368.0,6096.0,170516.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722220234_fillcolor.png,736248.0,4728.0,5904.0,174720.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722220799_fillcolor.png,734384.0,7828.0,4256.0,175132.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722221317_fillcolor.png,744684.0,6264.0,3020.0,167632.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722221846_fillcolor.png,734380.0,7656.0,4148.0,175416.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722222376_fillcolor.png,728256.0,8112.0,6140.0,179092.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722223004_fillcolor.png,719368.0,9376.0,6700.0,186156.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722223736_fillcolor.png,697184.0,9528.0,7956.0,206932.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722224614_fillcolor.png,681268.0,15532.0,5996.0,218804.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722225385_fillcolor.png,693612.0,7428.0,7632.0,212928.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722225881_fillcolor.png,693604.0,6608.0,6332.0,215056.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722226530_fillcolor.png,694556.0,7152.0,7292.0,212600.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722228700_fillcolor.png,680472.0,6980.0,7668.0,226480.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722229622_fillcolor.png,679320.0,12768.0,7348.0,222164.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722230252_fillcolor.png,683052.0,8596.0,9396.0,220556.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722231873_fillcolor.png,679672.0,4280.0,13248.0,224400.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722233120_fillcolor.png,671556.0,5380.0,7012.0,237652.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722233632_fillcolor.png,668336.0,7604.0,1756.0,243904.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722234452_fillcolor.png,661788.0,7520.0,3380.0,248912.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722235927_fillcolor.png,657496.0,6568.0,2152.0,255384.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722236648_fillcolor.png,659756.0,6400.0,2124.0,253320.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722238015_fillcolor.png,651976.0,5884.0,3040.0,260700.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722238767_fillcolor.png,642324.0,5248.0,4272.0,269756.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722239472_fillcolor.png,646768.0,4788.0,3404.0,266640.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722240113_fillcolor.png,645184.0,5528.0,2744.0,268144.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722241878_fillcolor.png,645384.0,6852.0,3356.0,266008.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722243576_fillcolor.png,652260.0,4520.0,5476.0,259344.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722244031_fillcolor.png,648184.0,2948.0,9208.0,261260.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722244730_fillcolor.png,626360.0,3604.0,23104.0,268532.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722245373_fillcolor.png,618328.0,4560.0,28452.0,270260.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722246085_fillcolor.png,597428.0,5252.0,48180.0,270740.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722246796_fillcolor.png,583052.0,9480.0,32276.0,296792.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722249435_fillcolor.png,601232.0,11000.0,27052.0,282316.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722252064_fillcolor.png,688580.0,8000.0,2796.0,222224.0,sunny,unpaved,daytime,0613-1248
dataset/road3d/testing/y0613_1248/gt_image/1623722253275_fillcolor.png,713668.0,3740.0,9340.0,194852.0,sunny,unpaved,daytime,0613-1248
